0,1,idQ,idA
What is a Jake brake ?,Please provide some description .,508,4
How can I find a list of celebrities ' real names ?,Please provide some description .,1000,4
How does the Nintendo `` Zapper '' work ?,Please provide some description .,2494,4
How do I find a city if I have the area code ?,Please provide some description .,549,4
What excuse did the NATO people give for hitting the Chinese embassy ?,Please provide some description .,2024,4
Why do they sterilize the needle for lethal injection ?,Please provide some description .,2450,4
How does ultraviolet light damage the DNA of skin cells ?,Please provide some description .,1340,4
What is the origin of the word `` mushroom '' ?,Please provide some description .,772,4
"What makes Black Hills , South Dakota a tourist attraction ?",Please provide some description .,2371,4
How can you define time ?,Please provide some description .,118,4
How do you throw a housewarming party ?,Please provide some description .,54,4
What is typhoid fever ?,Please provide some description .,2161,4
What do I have to do to get good grades in school ?,Please provide some description .,2184,4
What is sound ?,Please provide some description .,521,4
What is saltpeter ?,Please provide some description .,1042,4
What is Toulmin logic ?,Please provide some description .,869,4
How do you get a girl to have sex with you ?,Please provide some description .,579,4
What is in baby powder and baby lotion that makes it smell the way it does ?,Please provide some description .,1405,4
What is fellatio ?,Please provide some description .,2007,4
What does it mean `` Rupee Depreciates '' ?,Please provide some description .,1815,4
What do players try to do when the music stops in a game of musical chairs ?,Please provide some description .,1806,4
What is agent orange ?,Please provide some description .,1201,4
What personality traits are Capricorns said to have ?,Please provide some description .,1682,4
How can SQL queries be improved ?,Please provide some description .,678,4
What is he doing now ?,Please provide some description .,2155,4
What is an aortic abdominal aneurysm ?,Please provide some description .,703,4
How is cologne made ?,Please provide some description .,1532,4
What function does a community 's water tower serve ?,Please provide some description .,880,4
What were the three prophecies the witches make to Macbeth ?,Please provide some description .,1867,4
What is the S&P 500 used for ?,Please provide some description .,840,4
Why do many Native American students not complete college ?,Please provide some description .,2138,4
How do you make dumplings ?,Please provide some description .,2283,4
What is the difference between a preface and a foreword ?,Please provide some description .,2050,4
What does the word terrorism mean ?,Please provide some description .,1474,4
What effect does LSD have on the brain ?,Please provide some description .,402,4
What is an isthmus ?,Please provide some description .,1608,4
What is deconstructionism ?,Please provide some description .,1628,4
What was the verdict in the trial of Lizzie Borden ?,Please provide some description .,1592,4
What was the claim to fame of King Camp Gillette ?,Please provide some description .,1363,4
Define Sinn Fein .,Please provide some description .,664,4
What is thalassemia ?,Please provide some description .,562,4
What are some children 's rights ?,Please provide some description .,754,4
What is `` Chicago Hope '' ?,Please provide some description .,1479,4
How does an abacus work ?,Please provide some description .,115,4
What is `` alternative '' anymore ?,Please provide some description .,329,4
Why can 't ostriches fly ?,Please provide some description .,1880,4
What does the name ` Alexandra ' mean ?,Please provide some description .,1652,4
What is the `` coppertop '' battery ?,Please provide some description .,268,4
"What was Nine Tailors , the television show from 1974 , about ?",Please provide some description .,1701,4
What does Ouija mean ?,Please provide some description .,2531,4
How do you get a broken cork out of a bottle ?,Please provide some description .,1619,4
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,Please provide some description .,313,4
What type of childhood did Jules Verne have ?,Please provide some description .,2507,4
What is software piracy ?,Please provide some description .,1063,4
Why are peanut butter cookies topped with crisscrosses ?,Please provide some description .,1202,4
What is Linux ?,Please provide some description .,2131,4
Why shouldn 't you remove a bee stinger with tweezers ?,Please provide some description .,2279,4
What is dextropropoxyphen napsylate ?,Please provide some description .,2308,4
Why are lions called `` King of the Jungle '' ?,Please provide some description .,1198,4
What are the lyrics to the Star Spangled Banner ?,Please provide some description .,1823,4
What is probability theory ?,Please provide some description .,498,4
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,Please provide some description .,1828,4
What are the current immigration laws in US ?,Please provide some description .,2386,4
What is the origin of the word trigonometry ?,Please provide some description .,468,4
What is a green bog ?,Please provide some description .,2173,4
What is the difference between love and infatuation ?,Please provide some description .,188,4
What 's a male `` cuckquean '' ?,Please provide some description .,2091,4
How is silk screening done ?,Please provide some description .,29,4
What is an aurora ?,Please provide some description .,1983,4
Where does `` bovine '' come from ?,Please provide some description .,612,4
What is Garry Kasparov famous for ?,Please provide some description .,191,4
What is a hydrogen bond ?,Please provide some description .,315,4
What do the figures represent on the Easter Island ?,Please provide some description .,520,4
What is Nitrox diving ?,Please provide some description .,817,4
Give a reason for American Indians oftentimes dropping out of school .,Please provide some description .,573,4
Colin Powell is most famous for what ?,Please provide some description .,1083,4
What is the `` 7-minute cigarette '' ?,Please provide some description .,2186,4
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,Please provide some description .,1640,4
What does seccession mean ?,Please provide some description .,1312,4
Why does the sun shine only a short time in Alaska ?,Please provide some description .,685,4
What is the difference between terry cloth and French terry ?,Please provide some description .,2056,4
How can I give myself a French manicure ?,Please provide some description .,608,4
What is the difference between ninjitsu and kung fu ?,Please provide some description .,281,4
What is Archimedes famous for ?,Please provide some description .,684,4
Why does tuberculosis afflict people ?,Please provide some description .,2059,4
"What does the word camaro mean , from the GM car the Camaro ?",Please provide some description .,2548,4
How can scientists predict weather by observing clouds ?,Please provide some description .,2206,4
What are the seven virtues ?,Please provide some description .,1365,4
What is the recommended daily requirement for folic acid for pregnant women ?,Please provide some description .,186,4
Why should cigarette smoking be banned ?,Please provide some description .,2036,4
How does Zatanna perform her magic in DC comics ?,Please provide some description .,1168,4
How do you get dates with the `` Hooters '' girls ?,Please provide some description .,395,4
"What was Al Capone finally imprisoned for , in 1931 ?",Please provide some description .,1942,4
How do I find a snowboarding website ?,Please provide some description .,2014,4
What are the Arabic Numerals from 1 to 10 ?,Please provide some description .,739,4
What was an `` Asiento '' ?,Please provide some description .,642,4
What does Venus Retrograde mean ?,Please provide some description .,443,4
How do I increase my biceps ' size ?,Please provide some description .,1261,4
What causes blue balls ?,Please provide some description .,335,4
What 's nature 's purpose for tornadoes ?,Please provide some description .,1778,4
What is a wet dream ?,Please provide some description .,77,4
What are the most common causes of death in the U.S. ?,Please provide some description .,517,4
What do the names Andrew and Christina mean ?,Please provide some description .,2145,4
What is the economic impact of unemployment on the economy ?,Please provide some description .,2156,4
What is a hormone ?,Please provide some description .,2487,4
What is the difference between the anus and the rectum ?,Please provide some description .,1236,4
What are manifest and latent function theories ?,Please provide some description .,2431,4
What 's new in the postal world in 1999 ?,Please provide some description .,1254,4
How do you make the color purple ?,Please provide some description .,1595,4
What are pomegranates ?,Please provide some description .,1511,4
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,Please provide some description .,75,4
What are field effect transistors ?,Please provide some description .,1328,4
Why did the Anglican church split from the Vatican ?,Please provide some description .,1004,4
How can I get started in writing for television ?,Please provide some description .,2144,4
What is home banking ?,Please provide some description .,289,4
What is the use of a 24-hour clock instead of a 12-hour clock ?,Please provide some description .,0,4
What is the origin of the name Katie ?,Please provide some description .,209,4
How can I get someone 's email address ?,Please provide some description .,953,4
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",Please provide some description .,1935,4
How can I find out my Moon sign ?,Please provide some description .,1587,4
Why do oceans contain salt water instead of fresh water ?,Please provide some description .,713,4
What is multimedia ?,Please provide some description .,124,4
What causes someone to be ticklish ?,Please provide some description .,2169,4
What is the Golden Rule ?,Please provide some description .,2530,4
What do you need to do to marry someone in jail ?,Please provide some description .,461,4
What is Sinn Fein ?,Please provide some description .,238,4
What is the definition of cecum ?,Please provide some description .,2089,4
What are Fortune 500 companies ?,Please provide some description .,2213,4
What 's the origin of the word ` news ' ?,Please provide some description .,501,4
What effect does a prism have on light ?,Please provide some description .,1818,4
How do I find out about jobs ?,Please provide some description .,599,4
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",Please provide some description .,2004,4
"What clause in the U.S. Constitution may not be changed , altered or amended ?",Please provide some description .,2468,4
What is the history of Buffalo chicken wings ?,Please provide some description .,1265,4
What is a wop ?,Please provide some description .,1951,4
What is the difference between a bottle and a jar ?,Please provide some description .,1333,4
Why is hockey so violent ?,Please provide some description .,122,4
What is a mathematical factor ?,Please provide some description .,1113,4
What is dew point ?,Please provide some description .,2263,4
What is a Cartesian Diver ?,Please provide some description .,1282,4
Why is Indiglo called Indiglo ?,Please provide some description .,583,4
What are my legal rights in an automobile repossession in California ?,Please provide some description .,2085,4
Why do rooftops give off steam after a big rainstorm ?,Please provide some description .,1516,4
What is the definition of a witch ?,Please provide some description .,681,4
Why do girls have to wear training bras ?,Please provide some description .,1330,4
Why are the U.S. presidential elections held in November ?,Please provide some description .,1234,4
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",Please provide some description .,1354,4
What is `` Vocal Sampling '' ?,Please provide some description .,951,4
What does `` saute '' mean ?,Please provide some description .,2434,4
How do you do a bibliography with an unknown author ?,Please provide some description .,574,4
What causes an earthquake ?,Please provide some description .,923,4
What is the difference between a board of directors and an advisory board ?,Please provide some description .,1223,4
"What are vermicilli , rigati , zitoni , and tubetti ?",Please provide some description .,1873,4
What is hebephrenia ?,Please provide some description .,1919,4
What is the history of `` the toast '' ?,Please provide some description .,575,4
How was Teddy Roosevelt related to FDR ?,Please provide some description .,2532,4
What are the Urals ?,Please provide some description .,1207,4
How can I find out my biorhythm ?,Please provide some description .,1430,4
Why does a candle go out when we blow on it ?,Please provide some description .,2549,4
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",Please provide some description .,634,4
What do the 12 days of Christmas mean ?,Please provide some description .,141,4
How do wasps make their nests ?,Please provide some description .,1217,4
How did the tradition of best man start ?,Please provide some description .,1199,4
How does food color affect how you think it will taste ?,Please provide some description .,530,4
"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",Please provide some description .,2253,4
What 's a water funnel ?,Please provide some description .,1184,4
How do you convert foot-pounds to foot-inches ?,Please provide some description .,1775,4
What is hydrogen ?,Please provide some description .,2282,4
What is the English meaning of caliente ?,Please provide some description .,1185,4
What is the origin of `` Beauty is in the eye of the beholder '' ?,Please provide some description .,2061,4
How do I contact answers.com ?,Please provide some description .,1320,4
What do Mormons believe ?,Please provide some description .,512,4
What is the origin of music ?,Please provide some description .,1139,4
What does the donation process entail ?,Please provide some description .,1242,4
Why does a woman have to be a virgin to be a nun ?,Please provide some description .,119,4
What is being done about the millennium bug ?,Please provide some description .,725,4
What is the Milky Way ?,Please provide some description .,941,4
How do you fix squeaky floors ?,Please provide some description .,2381,4
What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,Please provide some description .,1585,4
What is an annotated bibliography ?,Please provide some description .,2419,4
What did John Hinckley do to impress Jodie Foster ?,Please provide some description .,407,4
Why do the chickenpoxs last so long ?,Please provide some description .,1106,4
How do movie blues screens work ?,Please provide some description .,12,4
How do I find info about rice importers in the world ?,Please provide some description .,1609,4
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",Please provide some description .,2005,4
How did the jack-o '-lantern get it 's name ?,Please provide some description .,377,4
What are shooting stars ?,Please provide some description .,1546,4
What can be done about snoring ?,Please provide some description .,1334,4
Why are organ transplants more successful today ?,Please provide some description .,1108,4
Why is the word `` abbreviation '' so long ?,Please provide some description .,2331,4
What does the word `` meta '' mean ?,Please provide some description .,1728,4
How is the element strontium purified ?,Please provide some description .,877,4
What are amicable numbers ?,Please provide some description .,1230,4
What is the origin of the word nevermind ?,Please provide some description .,2409,4
What is God ?,Please provide some description .,1596,4
How do I legally make my own will and testament ?,Please provide some description .,1022,4
How do anti-locking brakes work ?,Please provide some description .,1411,4
How do you clean an LCD monitor screen ?,Please provide some description .,796,4
What is a swatch ?,Please provide some description .,1028,4
How is carbon dioxide removed from natural gas ?,Please provide some description .,59,4
What is a leaky heart valve ?,Please provide some description .,360,4
How do I know how much money to save for retirement ?,Please provide some description .,737,4
What is the history of the soft drink Mr. Pibb ?,Please provide some description .,2411,4
What causes canker sores in the mouth ?,Please provide some description .,2347,4
What is power steering ?,Please provide some description .,8,4
Why doesn 't www.answers.com have any answers to my questions ?,Please provide some description .,2513,4
How do you tell somebody you like them ?,Please provide some description .,1508,4
Where does the expression `` cloud nine '' come from ?,Please provide some description .,1743,4
What qualifications are there for individuals donating blood ?,Please provide some description .,1355,4
What are you hearing when you put a seashell to your ear ?,Please provide some description .,1314,4
What happened during the Blackhawk Indian war of 1832 ?,Please provide some description .,2480,4
What is the nursery rhyme Rock-a-by Baby about ?,Please provide some description .,2325,4
How can I call a friend in another country when I do not know the telephone number ?,Please provide some description .,1831,4
What is the origin of the word `` sideburns '' ?,Please provide some description .,1064,4
How do I know someone is truly in love with me ?,Please provide some description .,705,4
What is the Internet2 ?,Please provide some description .,1235,4
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,Please provide some description .,1475,4
What is a Canada two-penny black ?,Please provide some description .,1249,4
How come a doughnut has a hole in it ?,Please provide some description .,2003,4
How do fuel injectors work ?,Please provide some description .,2377,4
What caused Harry Houdini 's death ?,Please provide some description .,1644,4
Why did Europeans first come to Australia and Oceania ?,Please provide some description .,1150,4
What is the purpose of BIOS ?,Please provide some description .,1438,4
What were the causes of the Civil War ?,Please provide some description .,2264,4
What information can you get me on Fairground Park in St. Louis,Please provide some description .,905,4
Why do heavier objects travel downhill faster ?,Please provide some description .,1421,4
What is the origin of the word `` pallbearer ? '',Please provide some description .,1092,4
What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,Please provide some description .,1978,4
How did the bikini bathing suite get its name ?,Please provide some description .,1617,4
What would happen to Canada if Quebec separated ?,Please provide some description .,867,4
What is a gas release event ?,Please provide some description .,176,4
What does Aaron mean ?,Please provide some description .,1408,4
What is an auto-commentary ?,Please provide some description .,2299,4
What was The Living Room War ?,Please provide some description .,2435,4
How would someone go about becoming an organ donor ?,Please provide some description .,1624,4
What causes rust ?,Please provide some description .,964,4
Why do they call it a `` funny bone '' ?,Please provide some description .,888,4
What do insects do through their spiracles ?,Please provide some description .,590,4
What is the history of yo-yos ?,Please provide some description .,1558,4
Where do rocks come from ?,Please provide some description .,305,4
What is the difference between a generator and an alternator ?,Please provide some description .,2482,4
What are the powers and weaknesses of Green Lantern 's ring ?,Please provide some description .,1047,4
What is a `` repeating voter '' ?,Please provide some description .,2315,4
Why is Microsoft 's Windows 3 such a successful computer program ?,Please provide some description .,1912,4
"What do the names Neil , Mary , and Anthony mean ?",Please provide some description .,2525,4
What is `` the computer for the rest of us '' ?,Please provide some description .,860,4
What is Betsy Ross famous for ?,Please provide some description .,2398,4
Why are there no white lines on pro footballs ?,Please provide some description .,2210,4
"What was archy , and mehitabel ?",Please provide some description .,2392,4
How do you identify prime numbers ?,Please provide some description .,1937,4
From what cause does tuberculosis stem ?,Please provide some description .,1240,4
What is the difference between fatalism and determinism ?,Please provide some description .,1259,4
Why do they call a hamburger a hamburger when there is no ham ?,Please provide some description .,482,4
What are Maid-Rites ?,Please provide some description .,1085,4
What is splatterpunk ?,Please provide some description .,916,4
What 's the claim to fame of night watchman Frank Wills ?,Please provide some description .,344,4
What is ethology ?,Please provide some description .,979,4
What does Choo Choo Charlie say ?,Please provide some description .,1496,4
What happens when lightning strikes a body of water ?,Please provide some description .,1228,4
What is leukemia ?,Please provide some description .,2383,4
What is crabgrass ?,Please provide some description .,1886,4
What is titanium ?,Please provide some description .,843,4
What is the literal meaning of `` D-DAY '' ?,Please provide some description .,1262,4
What is the classic definition of tragic hero ?,Please provide some description .,1158,4
"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",Please provide some description .,1734,4
What is witch hazel ?,Please provide some description .,2080,4
How do I check if my modem is v.9 compatible ?,Please provide some description .,1353,4
What happened to Pompeii ?,Please provide some description .,1489,4
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,Please provide some description .,211,4
What is the origin of infinity ?,Please provide some description .,663,4
What ever happened to the once popular Yale Lock Company ?,Please provide some description .,1342,4
What is the difference between optical and digital video ?,Please provide some description .,423,4
What are the words to the Canadian National anthem ?,Please provide some description .,2385,4
What is `` snoogans '' ?,Please provide some description .,492,4
What do pointed letters mean to a handwriting analyst ?,Please provide some description .,2256,4
What is Shalom ?,Please provide some description .,2093,4
What is the definition of low island ?,Please provide some description .,432,4
What will a compass do in outer space ?,Please provide some description .,111,4
What does `` intractable plantar keratoma '' mean ?,Please provide some description .,1138,4
What is the definition of the term `` weapons system '' ?,Please provide some description .,1514,4
What is a transistor ?,Please provide some description .,585,4
What will happen when sodium is put in water ?,Please provide some description .,1298,4
What is Doegs ?,Please provide some description .,957,4
What are boxcars ?,Please provide some description .,1339,4
How can I get someone 's phone number if I only have their screen name ?,Please provide some description .,729,4
What is Margaret Thatcher known for ?,Please provide some description .,1753,4
What is a tonne ?,Please provide some description .,740,4
How do cameras take pictures ?,Please provide some description .,1659,4
What is an urban legend ?,Please provide some description .,2471,4
What does the name Calder mean ?,Please provide some description .,2304,4
How can you become an FBI agent ?,Please provide some description .,1294,4
What is goulash ?,Please provide some description .,2012,4
What is the Bernoulli Principle ?,Please provide some description .,522,4
How you can raise your IQ ?,Please provide some description .,161,4
What facial feature typically contains about 55 hairs ?,Please provide some description .,2244,4
What are the side effects of mevacor ?,Please provide some description .,2154,4
What is a Certified Nurse Midwife ?,Please provide some description .,1412,4
What is endometriosis ?,Please provide some description .,1174,4
What was the effect of the Yalta Conference ?,Please provide some description .,1982,4
What does the term 3 mean to a newspaper editor ?,Please provide some description .,165,4
What was the Vietnam War ?,Please provide some description .,2417,4
What is the history of Valentine 's Day cards ?,Please provide some description .,1812,4
How is ` qigong ' properly pronounced ?,Please provide some description .,826,4
What is it like to experience a near death episode ?,Please provide some description .,1961,4
What is the origin of the term soda jerk ?,Please provide some description .,1677,4
What steps can be taken to prevent diabetes ?,Please provide some description .,1012,4
Why was the L.A. office of Shea and Gould closed ?,Please provide some description .,2164,4
How do you determine if a computer monitor has an SVGA adapter ?,Please provide some description .,1343,4
What is nuclear proliferation ?,Please provide some description .,1931,4
What is the origin of the Christmas tree ?,Please provide some description .,2427,4
How does the chain of command work inside an US army Apache helicopter ?,Please provide some description .,1084,4
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,Please provide some description .,255,4
What is the difference between a classical and an acoustic guitar ?,Please provide some description .,144,4
What is the difference between classical conditioning and operant conditioning ?,Please provide some description .,1923,4
What is the origin of thank you notes ?,Please provide some description .,928,4
How does marl form and what mineral does it contain ?,Please provide some description .,170,4
Why did the chicken cross the road ?,Please provide some description .,1373,4
How is the element strontium purified ?,Please provide some description .,877,4
Why are the rooftops in Canada green ?,Please provide some description .,456,4
How do I find a web address for a company ?,Please provide some description .,1694,4
What is spaceball played on ?,Please provide some description .,1397,4
How do I start a web based business ?,Please provide some description .,723,4
How do I log on to home page at Headquarters U.S. European Command ?,Please provide some description .,1503,4
What does Robert mean ?,Please provide some description .,291,4
What are the medical purposes of `` clitoridectomy '' ?,Please provide some description .,2265,4
Why did the Aztecs first think the Spanish were Gods ?,Please provide some description .,1895,4
What is usenet for the Internet ?,Please provide some description .,1431,4
What is dry ice ?,Please provide some description .,1665,4
