Name the largest country in South America .,Can you provide some information about the country ?
What country was Erich Honecker the leader of ?,Can you provide some information about the country ?
What country is Mount Everest in ?,Can you provide some information about the country ?
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?,Can you provide some information about the country ?
What country has declared one-fifth of its territory off-limits to Russians ?,Can you provide some information about the country ?
What country in 1998 had the most suicides regardless of population size ?,Can you provide some information about the country ?
What country owns Corsica ?,Can you provide some information about the country ?
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,Can you provide some information about the country ?
What country offered Albert Einstein its presidency in 1952 ?,Can you provide some information about the country ?
"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",Can you provide some information about the country ?
What two countries in South America are landlocked ?,Can you provide some information about the country ?
Where is the human skin least sensitive ?,Can you tell me some knowledge of body parts ?
Which ear can most people hear better with ?,Can you tell me some knowledge of body parts ?
What carries sperm up into the pelvic region ?,Can you tell me some knowledge of body parts ?
What 's the colored part of the eye called ?,Can you tell me some knowledge of body parts ?
What part of your body contains the corpus callosum ?,Can you tell me some knowledge of body parts ?
What are the names of the different toes ?,Can you tell me some knowledge of body parts ?
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,Can you tell me some knowledge of body parts ?
Where does your hair grow the fastest ?,Can you tell me some knowledge of body parts ?
What two body parts grow all your life ?,Can you tell me some knowledge of body parts ?
What is the only gland in humans that can regenerate itself ?,Can you tell me some knowledge of body parts ?
What are the main blood vessels ?,Can you tell me some knowledge of body parts ?
The corpus callosum is in what part of the body ?,Can you tell me some knowledge of body parts ?
What organ contains the islands of Langerhans ?,Can you tell me some knowledge of body parts ?
What is the softest part of the body ?,Can you tell me some knowledge of body parts ?
What is the weakest bone in the body ?,Can you tell me some knowledge of body parts ?
What dangles over the tongue from the palate ?,Can you tell me some knowledge of body parts ?
What are two plants that clothes are made from ?,Can you tell me some knowledge of plant ?
What flower did Vincent Van Gogh paint ?,Can you tell me some knowledge of plant ?
What are some colorful flowers that will bloom in the fall in New England ?,Can you tell me some knowledge of plant ?
What is the most widely cultivated plant ?,Can you tell me some knowledge of plant ?
What plants are found in an estuary ?,Can you tell me some knowledge of plant ?
What kind of flowers does detective Nero Wolfe raise ?,Can you tell me some knowledge of plant ?
What plant has the largest seed ?,Can you tell me some knowledge of plant ?
"What common plant has a button , cap , cup , gills , and ring ?",Can you tell me some knowledge of plant ?
What shrubs can be planted that will be safe from deer ?,Can you tell me some knowledge of plant ?
What are some of Australia 's native flora ?,Can you tell me some knowledge of plant ?
What plant is rum made from ?,Can you tell me some knowledge of plant ?
What kind of tree graces Lebanon 's flag ?,Can you tell me some knowledge of plant ?
What is state tree of Nebraska ?,Can you tell me some knowledge of plant ?
How big is a normal size penis for a 15-year-old ?,How big is this area ?
What is the size of Argentina ?,How big is this area ?
How big is Australia ?,How big is this area ?
How big is the universe actually ?,How big is this area ?
How big is a baby bald eagle ?,How big is this area ?
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,How big is this area ?
How big is our galaxy in diameter ?,How big is this area ?
How big is the Electoral College ?,How big is this area ?
What is the size of the largest akita ?,How big is this area ?
How big is the largest diamond ?,How big is this area ?
How big is the Chappellet vineyard ?,How big is this area ?
How big is a quart ?,How big is this area ?
What is the acreage of the Chappellet vineyard ?,How big is this area ?
How is silk screening done ?,How do this work ?
How do you get bubblegum out of carpet ?,How do this work ?
How do you make a computer chip ?,How do this work ?
How did former WWF wrestler Rick Rude die ?,How do this work ?
How is an executioner determined ?,How do this work ?
How do you get a pointsettia to turn red ?,How do this work ?
How do you tell somebody you like them ?,How do this work ?
How does a glacier form ?,How do this work ?
How do you get to the top of the Eiffel Tower ?,How do this work ?
How do I legally make my own will and testament ?,How do this work ?
How does marl form and what mineral does it contain ?,How do this work ?
How do they type Chinese characters on a keyboard ?,How do this work ?
How does General Mills manufacture Cheerios ?,How do this work ?
How do I know if I 'm jealous of someone ?,How do this work ?
How does the chain of command work inside an US army Apache helicopter ?,How do this work ?
How do I find out the exact time of a sunset for a particular day ?,How do this work ?
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,How do this work ?
How do you address a Chinese person ?,How do this work ?
How do you clean an LCD monitor screen ?,How do this work ?
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,How do this work ?
How do they get Teflon to stick to the pan ?,How do this work ?
How is it correct to say ` qigong ' ?,How do this work ?
How do ants have sex ?,How do this work ?
How do they find or choose witnesses to an execution ?,How do this work ?
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,How do this work ?
How do birds find their way back to the same place every year ?,How do this work ?
How can I get someone 's email address ?,How do this work ?
How do I find a web address for a company ?,How do this work ?
How do I write to my Congressman ?,How do this work ?
How do you fix squeaky floors ?,How do this work ?
How was the element calcium named ?,How do this work ?
How does a scientific calculator work ?,How do this work ?
How can you contact play producers and promoters on-line ?,How do this work ?
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,How do this work ?
How does lightning travel ?,How do this work ?
How do I get another city 's newspaper ?,How do this work ?
How do you ask a total stranger out on a date ?,How do this work ?
How do I stop background noise in a car stereo ?,How do this work ?
How do I make fuel bricks from recycled newspaper ?,How do this work ?
How do you write MLA style bibliographies for an Internet source ?,How do this work ?
How do windmills work ?,How do this work ?
How do I keep cats out of my flower garden for good ?,How do this work ?
"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",How do this work ?
How can I get a CCT diagram ?,How do this work ?
How can I call a friend in another country when I do not know the telephone number ?,How do this work ?
How is Paraguay for vacations ?,How do this work ?
How do I contact Answers.com direct ?,How do this work ?
How do you get rid on woodpeckers ?,How do this work ?
How did Bob Marley die ?,How do this work ?
How does salt melt ice and snow ?,How do this work ?
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,How do this work ?
How can I trace my family roots ?,How do this work ?
How can I search for a word within my own webpage ?,How do this work ?
How do you select wine ?,How do this work ?
How do I find a city if I have the area code ?,How do this work ?
How does the car in `` Christine '' become possessed ?,How do this work ?
How do you determine heating requirements for your home ?,How do this work ?
How does an ion drive work ?,How do this work ?
How do you make the color purple ?,How do this work ?
How is Easter Sunday 's date determined ?,How do this work ?
How tall is Prince Charles ?,How far ?
What is the world record for the longest hair ?,How far ?
How far is London UK from California ?,How far ?
How deep is a fathom ?,How far ?
What is the length of border between the Ukraine and Russia ?,How far ?
How long was Mao 's 1930s Long March ?,How far ?
How high is the city of Denver ?,How far ?
How deep is a fathom ?,How far ?
How tall is kilamanjaro ?,How far ?
How tall is the replica of the Matterhorn at Disneyland ?,How far ?
How far can a human eye see ?,How far ?
"How long is the world 's largest ship , in meters ?",How far ?
What is the wingspan of a condor ?,How far ?
How tall is the giraffe ?,How far ?
How tall was the animated King Kong ?,How far ?
How long is the Coney Island boardwalk ?,How far ?
What are the dimensions of an ice hockey goal ?,How far ?
How far is it from Phoenix to Blythe ?,How far ?
How tall was the animated Frankenstein,How far ?
What are the lengths of pearl necklaces ?,How far ?
How deep is a fathom ?,How far ?
How long were Tyrannosaurus Rex 's teeth ?,How far ?
How far is Yaroslavl from Moscow ?,How far ?
How far out is the universe ?,How far ?
How far is the longest hole in 1 on any golf course and where did it happen ?,How far ?
How wide is the Atlantic Ocean ?,How far ?
How long is Camptown Racetrack ?,How far ?
How far can a man travel in outer space ?,How far ?
How far do you have to run if you hit a home run ?,How far ?
How long is the border between Canada and the 48 conterminous states ?,How far ?
How tall is the Matterhorn ?,How far ?
How far can you see ?,How far ?
How far away is the moon ?,How far ?
How high must a mountain be to be called a mountain ?,How far ?
How long would it take to get from Earth to Mars ?,How long it take ?
What is the recomended age to switch a child from a crib to a bed ?,How long it take ?
How old is the sun ?,How long it take ?
How long did Shea and Gould practice law in Los Angeles ?,How long it take ?
How long should a person wash their hands before they are clean ?,How long it take ?
What age is Benny Carter ?,How long it take ?
How long ago was the Roe vs. Wade decision by the Supreme Court ?,How long it take ?
What is the gestation period for human pregnancies ?,How long it take ?
How long does it take for your blood to make one complete trip through the body ?,How long it take ?
"The italian artist , Maurizio Pellegrin , is how old ?",How long it take ?
How long was the longest hiccup attack ?,How long it take ?
How long is human gestation ?,How long it take ?
How long does the average domesticated ferret live ?,How long it take ?
How long do flies live ?,How long it take ?
How old is Stevie Wonder ?,How long it take ?
How old was Gene Siskel ?,How long it take ?
How long did it take Stanley to find Livingstone ?,How long it take ?
What is the youngest age a boy or girl can have an orgasm ?,How long it take ?
How old is too old for a child to not be talking ?,How long it take ?
What was the average life expectancy during the Stone Age ?,How long it take ?
How long does a pig 's orgasm last ?,How long it take ?
How long ago did the Anglican church part from the Vatican ?,How long it take ?
How old is the universe ?,How long it take ?
How long did the Paris Commune hold out for against the rest of France ?,How long it take ?
How long was the OJ Simpson trial ?,How long it take ?
How long do you have to live in a community to vote ?,How long it take ?
How long does a fly live ?,How long it take ?
How old was Stevie Wonder when he signed with Motown Records ?,How long it take ?
What is Maurizio Pellegrin 's age ?,How long it take ?
What is the average age a horse lives ?,How long it take ?
How long does it take for your blood to make one complete trip through the body ?,How long it take ?
How long should you feed your puppy Purina Puppy Chow ?,How long it take ?
How old is singer Freedy Johnston ?,How long it take ?
How long does it take for Spider-Man 's web to evaporate ?,How long it take ?
How long does it take sunlight to reach Earth ?,How long it take ?
How long after intercourse does it take to find out if you are pregnant ?,How long it take ?
How old is Benny Carter ?,How long it take ?
How long was the TV mission of Star Trek 's Enterprise to be ?,How long it take ?
How old is Jeremy Piven ?,How long it take ?
How old was George Washington when he died ?,How long it take ?
What is the average age of a member of the team that worked on the Manhatten Project ?,How long it take ?
How long does it take to travel from Tokyo to Niigata ?,How long it take ?
"On average , how long time does it take to type a screenplay ?",How long it take ?
How long has L.L. Cool J. been married ?,How long it take ?
How long does it take light to reach the Earth from the Sun ?,How long it take ?
How long does it take the typical American to eat 23 quarts of ice cream ?,How long it take ?
How long does it take for your body to restore blood after you donate your blood ?,How long it take ?
How long was the longest sneezing attack ?,How long it take ?
What is the average life expectancy of a male in Ireland in 1996 ?,How long it take ?
How long would it take for a $ savings bond to mature ?,How long it take ?
How long does it take the moon to revolve around the Earth ?,How long it take ?
How long does a human live ?,How long it take ?
How old is Britney Spears ?,How long it take ?
How long does it take different materials to decompose ?,How long it take ?
How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,How long it take ?
How long does it take to hike the entire Appalachian Trail ?,How long it take ?
What is the life span of the average monkey ?,How long it take ?
Shea and Gould had an office in Los Angeles for how long before closing it ?,How long it take ?
How old is the Italian artist Maurizio Pellegrin ?,How long it take ?
What is the time it takes a typist to type a screenplay that is 100 pages long ?,How long it take ?
What is the regular price ?,How much need to spend ?
How much will gas be taxed in California by the year 2000 ?,How much need to spend ?
What debts did Qintex group leave ?,How much need to spend ?
What is the federal minimum wage ?,How much need to spend ?
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?",How much need to spend ?
How much did the Iran-Contra investigation cost ?,How much need to spend ?
How much does the President get paid ?,How much need to spend ?
What does an average daycare provider get paid in New England ?,How much need to spend ?
What is the price for AAA 's liability auto insurance ?,How much need to spend ?
What was the first minimum wage ?,How much need to spend ?
How much does a new railroad coal car cost ?,How much need to spend ?
By how much will the California state gas tax rise by the year 2000 ?,How much need to spend ?
What is the current ticket fare from from Cairo to Barbados ?,How much need to spend ?
What is the starting salary of a radiographer ?,How much need to spend ?
What will the California gas tax be in the year 2000 ?,How much need to spend ?
How much money was the minimum wage in 1991 ?,How much need to spend ?
What is average salary of restaurant manager in United States ?,How much need to spend ?
What is the average salary of a paleontologist ?,How much need to spend ?
How much did Lucy Van Pelt originally charge for psychiatric sessions ?,How much need to spend ?
How much did the first Barbie doll sell for in 1959 ?,How much need to spend ?
How much money does the Sultan of Brunei have ?,How much need to spend ?
What is the starting salary for beginning lawyers ?,How much need to spend ?
What can you be fined for having a dog on a beach ?,How much need to spend ?
What was Joe Namath 's first contract worth ?,How much need to spend ?
"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",How much need to spend ?
"What is the per-capita income of Colombia , South America ?",How much need to spend ?
How much did Mercury spend on advertising in 1993 ?,How much need to spend ?
What is the exchange rate between England and the U.S. ?,How much need to spend ?
What does each of the utilities cost in Monopoly ?,How much need to spend ?
How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,How much need to spend ?
What is the average cost for four years of medical school ?,How much need to spend ?
"What is the mean income of the top 10% , top 5% , and top 1% ?",How much need to spend ?
What will the increase be in the California gas tax by 2000 ?,How much need to spend ?
"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",How much need to spend ?
What was the price of Varian Associates ' vacuum products division ?,How much need to spend ?
What was the minimum wage in 1991 ?,How much need to spend ?
How much money does each player get at the beginning of the game in Monopoly ?,How much need to spend ?
What was the 1940 annual salary for a boilermaker ?,How much need to spend ?
How much do tuberculosis combatting drugs cost ?,How much need to spend ?
What is the average cost for four years of medical school ?,How much need to spend ?
How much did Manchester United spend on players in 1993 ?,How much need to spend ?
"What is the per-capita income of Colombia , South America , ?",How much need to spend ?
What is the amount of money owed for illegally having a dog on a beach ?,How much need to spend ?
What is the cost of the drugs used in tuberculosis treatments ?,How much need to spend ?
How much can a person be fined for having a dog on a beach ?,How much need to spend ?
How much money does a back injury lawsuit get ?,How much need to spend ?
How much money can a person be fined for having a dog on a beach ?,How much need to spend ?
What is the fine for having a dog on a beach ?,How much need to spend ?
How much could you rent a Volkswagen bug for in 1966 ?,How much need to spend ?
How much does one ton of cement cost ?,How much need to spend ?
How much was the minimum wage in 1991 ?,How much need to spend ?
How much money are Dumbo 's ears insured for ?,How much need to spend ?
What was the first minimum wage ?,How much need to spend ?
How much did Alaska cost when bought from Russia ?,How much need to spend ?
How much did a McDonald 's hamburger cost in 1963 ?,How much need to spend ?
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",How much need to spend ?
What is the salary of a U.S. Representative ?,How much need to spend ?
What does an average daycare provider get paid in New England ?,How much need to spend ?
How much is a Canadian 1967 twenty dollar gold coin worth ?,How much need to spend ?
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",How much need to spend ?
What 's the difference between carelessness and carefreeness ?,Please provide some description .
What do players try to do when the music stops in a game of musical chairs ?,Please provide some description .
What is the origin of thank you notes ?,Please provide some description .
"What is the origin of the word , magic ?",Please provide some description .
What is the secret of the universe ?,Please provide some description .
What is the difference between a board of directors and an advisory board ?,Please provide some description .
What is the difference between classical conditioning and operant conditioning ?,Please provide some description .
What is the difference between khaki and chino ?,Please provide some description .
What was the importance of Magellan ?,Please provide some description .
What was the verdict in the trial of Lizzie Borden ?,Please provide some description .
What happened in dogtown in 1899 to make that year remembered ?,Please provide some description .
What 's the difference between TFT and dual-scan display ?,Please provide some description .
What does Esa-Pekka Salonen look like ?,Please provide some description .
What are the seven deadly sins ?,Please provide some description .
What are some children 's rights ?,Please provide some description .
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,Please provide some description .
"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",Please provide some description .
What is the origin of the city `` Corpus Christi '' ?,Please provide some description .
Where did the energy for the Big Bang come from ?,Please provide some description .
"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",Please provide some description .
What was the rallying cry of the early American revolutionaries ?,Please provide some description .
What is the difference between optical and digital video ?,Please provide some description .
What is the origin of U.S. Army sergeant 's stripes ?,Please provide some description .
Where do rocks come from ?,Please provide some description .
What are the lyrics to the Star Spangled Banner ?,Please provide some description .
What is the difference between the anus and the rectum ?,Please provide some description .
What does a nihilist believe in ?,Please provide some description .
What was the infamous feat of Germany 's U-2 submarine ?,Please provide some description .
What are the requirements for becoming a citizen of Australia ?,Please provide some description .
What 's the motto of the Boy Scouts ?,Please provide some description .
What is the difference between the Koran and The Bible ?,Please provide some description .
What 's the origin of the word ` news ' ?,Please provide some description .
What excuse did the NATO people give for hitting the Chinese embassy ?,Please provide some description .
What 's the setting of John Le Carre 's A Small Town in Germany ?,Please provide some description .
Where did the term `` 86 '' come from ?,Please provide some description .
What are people doing to help prevent the extinction of birds ?,Please provide some description .
What is the origin of the term soda jerk ?,Please provide some description .
What is the history of Buffalo chicken wings ?,Please provide some description .
Describe the Long March .,Please provide some description .
What are the living conditions in Cuba ?,Please provide some description .
"What is the origin of the word , JJ .",Please provide some description .
What did the only repealed amendment to the U.S. Constitution deal with ?,Please provide some description .
"What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?",Please provide some description .
What should you do for an ankle sprain ?,Please provide some description .
What is the origin of the ethnic category `` caucasian '' ?,Please provide some description .
What is the origin of head lice ?,Please provide some description .
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,Please provide some description .
What is the root of all evil ?,Please provide some description .
What happens when a body part falls asleep ?,Please provide some description .
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",Please provide some description .
What are the major differences in the Catholic and Methodist religions ?,Please provide some description .
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,Please provide some description .
What is the difference between jazz and blues ?,Please provide some description .
What nuclear process takes place in an H-bomb ?,Please provide some description .
What are the limits to `` self-defense ? '',Please provide some description .
What are you hearing when you put a seashell to your ear ?,Please provide some description .
What 's new in the postal world in 1999 ?,Please provide some description .
What are the words to the Canadian National anthem ?,Please provide some description .
What is the origin of the word `` mushroom '' ?,Please provide some description .
What do Japanese school uniforms look like ?,Please provide some description .
What five cards make up a perfect Cribbage hand ?,Please tell me some other comme knowledge .
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,Please tell me some other comme knowledge .
What gender is not allowed to vote in Kuwait ?,Please tell me some other comme knowledge .
What does an edentulous smile lack ?,Please tell me some other comme knowledge .
What does a resurrectionist steal ?,Please tell me some other comme knowledge .
What 's approaching when a cyclist shouts : `` Oil '' ?,Please tell me some other comme knowledge .
What layer of the atmosphere contains most of the ozone layer ?,Please tell me some other comme knowledge .
