0,1,idQ,idA
What kind of flowers does detective Nero Wolfe raise ?,Can you tell me some knowledge of plant ?,1123,6
What plant has the largest seed ?,Can you tell me some knowledge of plant ?,2615,6
"What common plant has a button , cap , cup , gills , and ring ?",Can you tell me some knowledge of plant ?,514,6
What shrubs can be planted that will be safe from deer ?,Can you tell me some knowledge of plant ?,534,6
What are some of Australia 's native flora ?,Can you tell me some knowledge of plant ?,1786,6
What plant is rum made from ?,Can you tell me some knowledge of plant ?,95,6
What kind of tree graces Lebanon 's flag ?,Can you tell me some knowledge of plant ?,1070,6
What is state tree of Nebraska ?,Can you tell me some knowledge of plant ?,2048,6
How big is a normal size penis for a 15-year-old ?,How big is this area ?,1065,47
What is the size of Argentina ?,How big is this area ?,280,47
How big is Australia ?,How big is this area ?,767,47
How big is the universe actually ?,How big is this area ?,2412,47
How big is a baby bald eagle ?,How big is this area ?,2548,47
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,How big is this area ?,1020,47
How big is our galaxy in diameter ?,How big is this area ?,235,47
How big is the Electoral College ?,How big is this area ?,2339,47
What is the size of the largest akita ?,How big is this area ?,2414,47
How big is the largest diamond ?,How big is this area ?,1898,47
How big is the Chappellet vineyard ?,How big is this area ?,2153,47
How big is a quart ?,How big is this area ?,501,47
What is the acreage of the Chappellet vineyard ?,How big is this area ?,812,47
How is silk screening done ?,How do this work ?,2067,41
How do you get bubblegum out of carpet ?,How do this work ?,929,41
How do you make a computer chip ?,How do this work ?,877,41
How did former WWF wrestler Rick Rude die ?,How do this work ?,1652,41
How is an executioner determined ?,How do this work ?,2066,41
How do you get a pointsettia to turn red ?,How do this work ?,728,41
How do you tell somebody you like them ?,How do this work ?,1736,41
How does a glacier form ?,How do this work ?,1598,41
How do you get to the top of the Eiffel Tower ?,How do this work ?,1942,41
How do I legally make my own will and testament ?,How do this work ?,2184,41
How does marl form and what mineral does it contain ?,How do this work ?,2244,41
How do they type Chinese characters on a keyboard ?,How do this work ?,366,41
How does General Mills manufacture Cheerios ?,How do this work ?,2210,41
How do I know if I 'm jealous of someone ?,How do this work ?,1748,41
How does the chain of command work inside an US army Apache helicopter ?,How do this work ?,1657,41
How do I find out the exact time of a sunset for a particular day ?,How do this work ?,1091,41
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,How do this work ?,1798,41
How do you address a Chinese person ?,How do this work ?,454,41
How do you clean an LCD monitor screen ?,How do this work ?,2665,41
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,How do this work ?,2395,41
How do they get Teflon to stick to the pan ?,How do this work ?,2691,41
How is it correct to say ` qigong ' ?,How do this work ?,1739,41
How do ants have sex ?,How do this work ?,443,41
How do they find or choose witnesses to an execution ?,How do this work ?,2475,41
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,How do this work ?,1386,41
How do birds find their way back to the same place every year ?,How do this work ?,1439,41
How can I get someone 's email address ?,How do this work ?,1586,41
How do I find a web address for a company ?,How do this work ?,668,41
How do I write to my Congressman ?,How do this work ?,2488,41
How do you fix squeaky floors ?,How do this work ?,522,41
How was the element calcium named ?,How do this work ?,689,41
How does a scientific calculator work ?,How do this work ?,806,41
How can you contact play producers and promoters on-line ?,How do this work ?,79,41
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,How do this work ?,2561,41
How does lightning travel ?,How do this work ?,938,41
How do I get another city 's newspaper ?,How do this work ?,2428,41
How do you ask a total stranger out on a date ?,How do this work ?,1344,41
How do I stop background noise in a car stereo ?,How do this work ?,203,41
How do I make fuel bricks from recycled newspaper ?,How do this work ?,1944,41
How do you write MLA style bibliographies for an Internet source ?,How do this work ?,2544,41
How do windmills work ?,How do this work ?,1840,41
How do I keep cats out of my flower garden for good ?,How do this work ?,1682,41
"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",How do this work ?,2572,41
How can I get a CCT diagram ?,How do this work ?,1519,41
How can I call a friend in another country when I do not know the telephone number ?,How do this work ?,1010,41
How is Paraguay for vacations ?,How do this work ?,2516,41
How do I contact Answers.com direct ?,How do this work ?,297,41
How do you get rid on woodpeckers ?,How do this work ?,1005,41
How did Bob Marley die ?,How do this work ?,655,41
How does salt melt ice and snow ?,How do this work ?,587,41
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,How do this work ?,1468,41
How can I trace my family roots ?,How do this work ?,612,41
How can I search for a word within my own webpage ?,How do this work ?,1188,41
How do you select wine ?,How do this work ?,526,41
How do I find a city if I have the area code ?,How do this work ?,78,41
How does the car in `` Christine '' become possessed ?,How do this work ?,432,41
How do you determine heating requirements for your home ?,How do this work ?,1110,41
How does an ion drive work ?,How do this work ?,1155,41
How do you make the color purple ?,How do this work ?,122,41
How is Easter Sunday 's date determined ?,How do this work ?,2162,41
How tall is Prince Charles ?,How far ?,2418,33
What is the world record for the longest hair ?,How far ?,2328,33
How far is London UK from California ?,How far ?,2351,33
How deep is a fathom ?,How far ?,1505,33
What is the length of border between the Ukraine and Russia ?,How far ?,88,33
How long was Mao 's 1930s Long March ?,How far ?,626,33
How high is the city of Denver ?,How far ?,2584,33
How deep is a fathom ?,How far ?,1505,33
How tall is kilamanjaro ?,How far ?,658,33
How tall is the replica of the Matterhorn at Disneyland ?,How far ?,2023,33
How far can a human eye see ?,How far ?,1969,33
"How long is the world 's largest ship , in meters ?",How far ?,1572,33
What is the wingspan of a condor ?,How far ?,1722,33
How tall is the giraffe ?,How far ?,387,33
How tall was the animated King Kong ?,How far ?,1814,33
How long is the Coney Island boardwalk ?,How far ?,1140,33
What are the dimensions of an ice hockey goal ?,How far ?,2185,33
How far is it from Phoenix to Blythe ?,How far ?,434,33
How tall was the animated Frankenstein,How far ?,2473,33
What are the lengths of pearl necklaces ?,How far ?,836,33
How deep is a fathom ?,How far ?,1505,33
How long were Tyrannosaurus Rex 's teeth ?,How far ?,2410,33
How far is Yaroslavl from Moscow ?,How far ?,891,33
How far out is the universe ?,How far ?,610,33
How far is the longest hole in 1 on any golf course and where did it happen ?,How far ?,594,33
How wide is the Atlantic Ocean ?,How far ?,1626,33
How long is Camptown Racetrack ?,How far ?,488,33
How far can a man travel in outer space ?,How far ?,139,33
How far do you have to run if you hit a home run ?,How far ?,554,33
How long is the border between Canada and the 48 conterminous states ?,How far ?,1571,33
How tall is the Matterhorn ?,How far ?,1689,33
How far can you see ?,How far ?,1603,33
How far away is the moon ?,How far ?,151,33
How high must a mountain be to be called a mountain ?,How far ?,1222,33
How long would it take to get from Earth to Mars ?,How long it take ?,1294,26
What is the recomended age to switch a child from a crib to a bed ?,How long it take ?,1820,26
How old is the sun ?,How long it take ?,1232,26
How long did Shea and Gould practice law in Los Angeles ?,How long it take ?,2264,26
How long should a person wash their hands before they are clean ?,How long it take ?,1865,26
What age is Benny Carter ?,How long it take ?,761,26
How long ago was the Roe vs. Wade decision by the Supreme Court ?,How long it take ?,1949,26
What is the gestation period for human pregnancies ?,How long it take ?,602,26
How long does it take for your blood to make one complete trip through the body ?,How long it take ?,364,26
"The italian artist , Maurizio Pellegrin , is how old ?",How long it take ?,2377,26
How long was the longest hiccup attack ?,How long it take ?,126,26
How long is human gestation ?,How long it take ?,2116,26
How long does the average domesticated ferret live ?,How long it take ?,772,26
How long do flies live ?,How long it take ?,1723,26
How old is Stevie Wonder ?,How long it take ?,706,26
How old was Gene Siskel ?,How long it take ?,1035,26
How long did it take Stanley to find Livingstone ?,How long it take ?,588,26
What is the youngest age a boy or girl can have an orgasm ?,How long it take ?,97,26
How old is too old for a child to not be talking ?,How long it take ?,525,26
What was the average life expectancy during the Stone Age ?,How long it take ?,41,26
How long does a pig 's orgasm last ?,How long it take ?,315,26
How long ago did the Anglican church part from the Vatican ?,How long it take ?,1966,26
How old is the universe ?,How long it take ?,2486,26
How long did the Paris Commune hold out for against the rest of France ?,How long it take ?,1255,26
How long was the OJ Simpson trial ?,How long it take ?,370,26
How long do you have to live in a community to vote ?,How long it take ?,1627,26
How long does a fly live ?,How long it take ?,843,26
How old was Stevie Wonder when he signed with Motown Records ?,How long it take ?,1156,26
What is Maurizio Pellegrin 's age ?,How long it take ?,1089,26
What is the average age a horse lives ?,How long it take ?,1946,26
How long does it take for your blood to make one complete trip through the body ?,How long it take ?,364,26
How long should you feed your puppy Purina Puppy Chow ?,How long it take ?,505,26
How old is singer Freedy Johnston ?,How long it take ?,1175,26
How long does it take for Spider-Man 's web to evaporate ?,How long it take ?,518,26
How long does it take sunlight to reach Earth ?,How long it take ?,1329,26
How long after intercourse does it take to find out if you are pregnant ?,How long it take ?,248,26
How old is Benny Carter ?,How long it take ?,916,26
How long was the TV mission of Star Trek 's Enterprise to be ?,How long it take ?,729,26
How old is Jeremy Piven ?,How long it take ?,2402,26
How old was George Washington when he died ?,How long it take ?,653,26
What is the average age of a member of the team that worked on the Manhatten Project ?,How long it take ?,561,26
How long does it take to travel from Tokyo to Niigata ?,How long it take ?,1971,26
"On average , how long time does it take to type a screenplay ?",How long it take ?,397,26
How long has L.L. Cool J. been married ?,How long it take ?,713,26
How long does it take light to reach the Earth from the Sun ?,How long it take ?,1692,26
How long does it take the typical American to eat 23 quarts of ice cream ?,How long it take ?,2016,26
How long does it take for your body to restore blood after you donate your blood ?,How long it take ?,209,26
How long was the longest sneezing attack ?,How long it take ?,1485,26
What is the average life expectancy of a male in Ireland in 1996 ?,How long it take ?,1734,26
How long would it take for a $ savings bond to mature ?,How long it take ?,648,26
How long does it take the moon to revolve around the Earth ?,How long it take ?,1547,26
How long does a human live ?,How long it take ?,1604,26
How old is Britney Spears ?,How long it take ?,85,26
How long does it take different materials to decompose ?,How long it take ?,1553,26
How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,How long it take ?,2331,26
How long does it take to hike the entire Appalachian Trail ?,How long it take ?,924,26
What is the life span of the average monkey ?,How long it take ?,383,26
Shea and Gould had an office in Los Angeles for how long before closing it ?,How long it take ?,1821,26
How old is the Italian artist Maurizio Pellegrin ?,How long it take ?,2277,26
What is the time it takes a typist to type a screenplay that is 100 pages long ?,How long it take ?,211,26
What is the regular price ?,How much need to spend ?,498,39
How much will gas be taxed in California by the year 2000 ?,How much need to spend ?,216,39
What debts did Qintex group leave ?,How much need to spend ?,33,39
What is the federal minimum wage ?,How much need to spend ?,7,39
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?",How much need to spend ?,167,39
How much did the Iran-Contra investigation cost ?,How much need to spend ?,1368,39
How much does the President get paid ?,How much need to spend ?,639,39
What does an average daycare provider get paid in New England ?,How much need to spend ?,966,39
What is the price for AAA 's liability auto insurance ?,How much need to spend ?,1209,39
What was the first minimum wage ?,How much need to spend ?,1042,39
How much does a new railroad coal car cost ?,How much need to spend ?,341,39
By how much will the California state gas tax rise by the year 2000 ?,How much need to spend ?,1597,39
What is the current ticket fare from from Cairo to Barbados ?,How much need to spend ?,2606,39
What is the starting salary of a radiographer ?,How much need to spend ?,1376,39
What will the California gas tax be in the year 2000 ?,How much need to spend ?,437,39
How much money was the minimum wage in 1991 ?,How much need to spend ?,1122,39
What is average salary of restaurant manager in United States ?,How much need to spend ?,2489,39
What is the average salary of a paleontologist ?,How much need to spend ?,2083,39
How much did Lucy Van Pelt originally charge for psychiatric sessions ?,How much need to spend ?,856,39
How much did the first Barbie doll sell for in 1959 ?,How much need to spend ?,1576,39
How much money does the Sultan of Brunei have ?,How much need to spend ?,36,39
What is the starting salary for beginning lawyers ?,How much need to spend ?,1181,39
What can you be fined for having a dog on a beach ?,How much need to spend ?,2053,39
What was Joe Namath 's first contract worth ?,How much need to spend ?,1725,39
"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",How much need to spend ?,1878,39
"What is the per-capita income of Colombia , South America ?",How much need to spend ?,844,39
How much did Mercury spend on advertising in 1993 ?,How much need to spend ?,1564,39
What is the exchange rate between England and the U.S. ?,How much need to spend ?,1327,39
What does each of the utilities cost in Monopoly ?,How much need to spend ?,1082,39
How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,How much need to spend ?,2234,39
What is the average cost for four years of medical school ?,How much need to spend ?,256,39
"What is the mean income of the top 10% , top 5% , and top 1% ?",How much need to spend ?,1776,39
What will the increase be in the California gas tax by 2000 ?,How much need to spend ?,188,39
"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",How much need to spend ?,290,39
What was the price of Varian Associates ' vacuum products division ?,How much need to spend ?,1431,39
What was the minimum wage in 1991 ?,How much need to spend ?,2367,39
How much money does each player get at the beginning of the game in Monopoly ?,How much need to spend ?,2560,39
What was the 1940 annual salary for a boilermaker ?,How much need to spend ?,228,39
How much do tuberculosis combatting drugs cost ?,How much need to spend ?,2203,39
What is the average cost for four years of medical school ?,How much need to spend ?,256,39
How much did Manchester United spend on players in 1993 ?,How much need to spend ?,2634,39
"What is the per-capita income of Colombia , South America , ?",How much need to spend ?,408,39
What is the amount of money owed for illegally having a dog on a beach ?,How much need to spend ?,2429,39
What is the cost of the drugs used in tuberculosis treatments ?,How much need to spend ?,1860,39
How much can a person be fined for having a dog on a beach ?,How much need to spend ?,2187,39
How much money does a back injury lawsuit get ?,How much need to spend ?,1286,39
How much money can a person be fined for having a dog on a beach ?,How much need to spend ?,1480,39
What is the fine for having a dog on a beach ?,How much need to spend ?,45,39
How much could you rent a Volkswagen bug for in 1966 ?,How much need to spend ?,796,39
How much does one ton of cement cost ?,How much need to spend ?,913,39
How much was the minimum wage in 1991 ?,How much need to spend ?,329,39
How much money are Dumbo 's ears insured for ?,How much need to spend ?,530,39
What was the first minimum wage ?,How much need to spend ?,1042,39
How much did Alaska cost when bought from Russia ?,How much need to spend ?,1273,39
How much did a McDonald 's hamburger cost in 1963 ?,How much need to spend ?,813,39
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",How much need to spend ?,1455,39
What is the salary of a U.S. Representative ?,How much need to spend ?,2408,39
What does an average daycare provider get paid in New England ?,How much need to spend ?,966,39
How much is a Canadian 1967 twenty dollar gold coin worth ?,How much need to spend ?,2570,39
