0,1,idQ,idA
I am not a Hong Kong resident so what is my TIN?,What is a Taxpayer Identification Number,3272,29
I have no idea about my TIN so I cannot fill out CRS form.,What is a Taxpayer Identification Number,2493,29
"About 10 days ago I received a letter from HSBC regarding my TIN (tax identification number) in China, where I'm a resident",What is a Taxpayer Identification Number,3737,29
Do I have a TIN or taxpayer Identification number?,What is a Taxpayer Identification Number,2962,29
"I am not living in HK,so I think I don't have TIN.",What is a Taxpayer Identification Number,2447,29
We dont have a TIN in India my ordinary residence and tax jurisdction,What is a Taxpayer Identification Number,2756,29
Hi Good morning....I got an email re tax residence but I have no idae about TIN.,What is a Taxpayer Identification Number,2416,29
tried to complete tax residency form on line but says i need to complete forms,Why am I unable to self certify my tax residency status in Personal Internet Banking,3297,160
"Hello, I am trying to submit my tax residency details and am finding it impossible to do.",Why am I unable to self certify my tax residency status in Personal Internet Banking,3631,160
When I try to update the tax status for CRS purposes on PIB - it won't let me access the form,Why am I unable to self certify my tax residency status in Personal Internet Banking,3814,160
I ran into an error while updating my tax and address details online,Why am I unable to self certify my tax residency status in Personal Internet Banking,2925,160
I an trying to update my tax residency on line but it keeps coming back with an error.,Why am I unable to self certify my tax residency status in Personal Internet Banking,1325,160
Your system did not allow me to update my tax residency on line because on life insurance contract.,Why am I unable to self certify my tax residency status in Personal Internet Banking,2457,160
I need to update my tax residency but the system does not allow me.  What should I do?,Why am I unable to self certify my tax residency status in Personal Internet Banking,2640,160
"but when I click""My tax residency"", there is no information on the screen",Why am I unable to self certify my tax residency status in Personal Internet Banking,653,160
"OKay, I have clicked on My Banking, but I cannot see anything about tax residency there...",Why am I unable to self certify my tax residency status in Personal Internet Banking,2262,160
I went into my account to go to tax residency and it says I cannot proceed as my tax residency is under review.,Why am I unable to self certify my tax residency status in Personal Internet Banking,50,160
"when I log in and try to access My Tax Status, I receive a message 'cannot proceed further, case under review'",Why am I unable to self certify my tax residency status in Personal Internet Banking,4034,160
"when i try to open tax residency, it show this error",Why am I unable to self certify my tax residency status in Personal Internet Banking,180,160
CLicking on 'My tax residency details' fails to work,Why am I unable to self certify my tax residency status in Personal Internet Banking,1772,160
I do not understand why I also need to submit the INDIVIDUAL TAX RESIDENCY,Why would you need to know my tax residency details,4087,213
my tax residency is only in my country of birth Philippines and none other.  do i still need to submit this crs?,Why would you need to know my tax residency details,3701,213
"i am not a hong kong resident , i will just fill in my tax residence?",Why would you need to know my tax residency details,115,213
"I received an email that I can complete a request online re my tax status, but I do not see any notification here anywhere.",Why would you need to know my tax residency details,2000,213
I received an email asking me to complete tax residency online.,Why would you need to know my tax residency details,1450,213
I got an email from HSBC to enter tax residency for my account.,Why would you need to know my tax residency details,737,213
i received an email from HSBC asking me to review my tax residency number,Why would you need to know my tax residency details,451,213
"first,I am residing in Brunei , which DO NOT HAVE any personal income tax",Why would you need to know my tax residency details,3459,213
HSBC has asked me to send them the Individual Tax Residency Self-Certification Form,Why would you need to know my tax residency details,3403,213
why I must to submit CRS form to bank?,Why would you need to know my tax residency details,4207,213
"Hey, I have been notified that I need to submited the tax residency",Why would you need to know my tax residency details,1838,213
I got an email regarding the TAX RESIDENCY,Why would you need to know my tax residency details,3338,213
I got an email about tax residency.,Why would you need to know my tax residency details,1401,213
"yes, I was asked to update my tax residency details",How can I self certify my tax residency status,1689,214
I was asked to complete tax residency questionaire.,How can I self certify my tax residency status,3014,214
"Hello,I was asked to submit an Individual Tax Residency Self-Certification Form",How can I self certify my tax residency status,1715,214
do i need to fill the tax residency details,How can I self certify my tax residency status,2073,214
Where can I update my tax residency details please?,How can I self certify my tax residency status,3877,214
How to identify registration of tax residency?,How can I self certify my tax residency status,2914,214
"I am in Canada, how can I update my tax residence on my account",How can I self certify my tax residency status,2739,214
"Ok, but the most important point I wanted to update my tax residency",How can I self certify my tax residency status,3512,214
I hope to update my tax residency details and provide my TIN.,How can I self certify my tax residency status,4083,214
I would like to know if I can update my tax residency by phone.,How can I self certify my tax residency status,2615,214
i've been trying to update my tax residency details for a few days now,How can I self certify my tax residency status,3715,214
I was trying to update my Tax Residence information as per your request.,How can I self certify my tax residency status,3053,214
I am trying to enter my tax residency details.,How can I self certify my tax residency status,3370,214
in the mindwhile heather do you have the form for the personal tax residence details?,How can I self certify my tax residency status by mail,1490,159
"the tax residency form,to be sent physically by mail or scan copy by mail is accepted?",How can I self certify my tax residency status by mail,3332,159
I had received Individual Tax Residency Self-Certification Form but i don't know how to complete such form,How can I self certify my tax residency status by mail,2330,159
I need a mailing address or fax for Individual Tax Residency Self-Certification Form,How can I self certify my tax residency status by mail,3812,159
I just wanted to ask to confirm the address to send the form for establishing the tax residency?,How can I self certify my tax residency status by mail,22,159
Need address to mail back the tax resident form,How can I self certify my tax residency status by mail,3619,159
"Hi, do you have a link to where I can find Tax Residency Self-Certification Form?",How can I self certify my tax residency status by mail,2980,159
Where can I find CRS form to declare my tax redient status?,How can I self certify my tax residency status by mail,528,159
"I want to download a form for Tax Residency Self Certification, but I cannot find the form online.",How can I self certify my tax residency status by mail,2092,159
I need to send individual tax residency self certification form to you guys,How can I self certify my tax residency status by mail,2599,159
"hi i just finished the individual tax certificate crs form in Canada, please give me the mailing address",How can I self certify my tax residency status by mail,395,159
I need to return a form sent to me by HSBC with an update on my tax residency country,How can I self certify my tax residency status by mail,94,159
which address should I send my Self-Certification Tax residence Form?,How can I self certify my tax residency status by mail,1574,159
"Hi, I am trying to enter my Tax Residence information but I cannot find such option in the online banking web page.",How can I self certify my tax residency status in Personal Internet Banking,4259,322
I'd like to conduct Tax Residency Sef-Certification (CRS) online.,How can I self certify my tax residency status in Personal Internet Banking,966,322
I tried to fill the Individual Tax Residency Self-Certification online but I can't access to that function,How can I self certify my tax residency status in Personal Internet Banking,4216,322
"I have been asked to update my CRS, but I can't locate the icon 'My Tax Residency Details' under 'My Banking'",How can I self certify my tax residency status in Personal Internet Banking,1205,322
"I received an email asking me to establish my tax residency on my account, but I can't seem to find the link on the my banking page.",How can I self certify my tax residency status in Personal Internet Banking,2006,322
I am trying to do my Tax residency CRS self certification online.,How can I self certify my tax residency status in Personal Internet Banking,3628,322
I was reminded to complete a survey or quesioaire regarding my tax residency or tax recognition online.,How can I self certify my tax residency status in Personal Internet Banking,1484,322
Actually I want to complete TAX residency form online as requested.,How can I self certify my tax residency status in Personal Internet Banking,1190,322
"Hi, I have logon the internet banking, please give the guidance on how to update the tax residency informaiton.",How can I self certify my tax residency status in Personal Internet Banking,2427,322
I tried to Establishing Tax Residency by Personel banking site.,How can I self certify my tax residency status in Personal Internet Banking,2824,322
I am trying to complete the process online for my tax residency details.,How can I self certify my tax residency status in Personal Internet Banking,1434,322
so how  can I  complete my tax residency from online?,How can I self certify my tax residency status in Personal Internet Banking,1861,322
Can I update my tax residency information by internet banking?,How can I self certify my tax residency status in Personal Internet Banking,1748,322
If I order ATM card from your Bank can I activate it while I am staying oversea where there are branch banks of HSBC?,How do I activate a card,4290,21
Can i activate the atm debit card online?,How do I activate a card,6,21
Is there other way to activate my new ATM card ?,How do I activate a card,494,21
I have received a new atm card but don't know how to activate it,How do I activate a card,2352,21
"I just received the atm card, but i am not able to activate it",How do I activate a card,2981,21
How can i activate my HSBC Advance card?,How do I activate a card,2365,21
"i have a new ATM card mailed to me but I won't be back to HK for the next 3 months, how can i activate the card?",How do I activate a card,4301,21
what is the phone number to activiate my debit card？,How do I activate a card,4039,21
I have received my new debit cards but have not activated them yet,How do I activate a card,1751,21
you sent me a new debit card which needs activating,How do I activate a card,1264,21
"I know the card is for the Smartvantage account, so can you tell me whether I can activate it overseas?",How do I activate a card,1607,21
I am confused about the steps for activating debit card,How do I activate a card,4316,21
Can I activate ATM card with you?,How do I activate a card,1823,21
Can I order a new ATM card over my Bank account ?,How do I apply for a card,5,215
how to request for New ATM card,How do I apply for a card,714,215
I want to get a new cash card.,How do I apply for a card,3167,215
"I live overseas, no more ATM card.",How do I apply for a card,1480,215
I need to order a new Debit card,How do I apply for a card,1288,215
"Hi, I was wondering if I could request to get a debit card under this account?",How do I apply for a card,856,215
how to apply a debit card associated to my account?,How do I apply for a card,3367,215
"Hi, I am trying to apply for a new debit card on-line",How do I apply for a card,1813,215
I wish to obtain a DEBIT card for my existing account.,How do I apply for a card,4129,215
How can I now apply for a new ATM card?,How do I apply for a card,1550,215
"In order to apply for a new ATM card, what form shall I fill in?",How do I apply for a card,1548,215
i want a new atm card,How do I apply for a card,1417,215
I need to request a new ATM card first,How do I apply for a card,1357,215
I entered the wrong PIN 5 times or so yesterday at an ATM,How do I get a new card PIN,2601,266
"I cannot withdraw money with my atm card, it said the pin not valid",How do I get a new card PIN,717,266
how can i reset the atm pin to set it up?,How do I get a new card PIN,3134,266
Reset my ATM PIN,How do I get a new card PIN,1091,266
"Hi, I want to reset my credit card pin.",How do I get a new card PIN,4204,266
I need to reset my ATM password.,How do I get a new card PIN,3983,266
how can i reset the atm pin to set it up,How do I get a new card PIN,1412,266
How can I reset my credit card pin?,How do I get a new card PIN,224,266
how do i get a bank account PIN?,How do I get a new card PIN,114,266
I don't know my atm pin,How do I get a new card PIN,3031,266
I have forgotten my ATM card PIN.,How do I get a new card PIN,2259,266
where do i get my Credit card ATM pin?,How do I get a new card PIN,4353,266
I want to reset my ATM PIN,How do I get a new card PIN,2421,266
exchange hkd to vnd,How do I withdraw foreign currency banknotes at a branch,2709,261
i am wondering how can i exchange philippine peso currency online,How do I withdraw foreign currency banknotes at a branch,1839,261
view exchange rate hkd change to taiwan dollar cash,How do I withdraw foreign currency banknotes at a branch,1198,261
"buy rmb buck notes, can buy at all branch",How do I withdraw foreign currency banknotes at a branch,3991,261
Can I exchange KRW through online banking?,How do I withdraw foreign currency banknotes at a branch,2186,261
how can i exchange some foreign currency in my web bank,How do I withdraw foreign currency banknotes at a branch,1915,261
how can i exchange philippines money,How do I withdraw foreign currency banknotes at a branch,2807,261
how to exchange some aud in cash using hkd,How do I withdraw foreign currency banknotes at a branch,2968,261
exchange some money to krw,How do I withdraw foreign currency banknotes at a branch,1110,261
How do I withdraw Japanese yen at the branch,How do I withdraw foreign currency banknotes at a branch,1376,261
I'd like to buy some rm for my later journey but can't find it in hsbc 24 hours exchange service,How do I withdraw foreign currency banknotes at a branch,2755,261
i just want exchange some krw due to i plan to there soon,How do I withdraw foreign currency banknotes at a branch,1792,261
How can I withdraw US dollars at the HSBC branch,How do I withdraw foreign currency banknotes at a branch,2176,261
I want to upgrade mu bank account,How do I convert my account,260,62
How about upgrade the bank account?,How do I convert my account,1223,62
now I wan to convert it to normal account,How do I convert my account,4342,62
may i know how i can convert it to premium account?,How do I convert my account,1560,62
I would like to downgrade my account as I would not keep that much of min balance for now.,How do I convert my account,1653,62
i made it clear that I wanted to downgrade my account,How do I convert my account,1714,62
So I'd like to check how to downgrade this account as I don't use it much anymore.,How do I convert my account,1815,62
So how do I downgrade the account?,How do I convert my account,2643,62
My wife has an avantage account and she wants to downgrade to a normal integrated accoun,How do I convert my account,2847,62
but actually i want to downgrade my account to advance to avoid the charge,How do I convert my account,2017,62
I am considering if it makes sense to downgrade for the joint account as we only use it for e-banking.,How do I convert my account,705,62
"Anyway, do you mean I can ask to downgrade my account via message service on Internet banking?",How do I convert my account,3818,62
can she downgrade the account to Personal Integrated Account to avoid monthly charge?,How do I convert my account,829,62
"when i go to the mentioned pages, it shows i can upgrade to Advance",How do I upgrade my account via Personal Internet Banking,4028,228
If I want to upgrade my advance account account to premier can I apply it through internet banking ?,How do I upgrade my account via Personal Internet Banking,2681,228
oh i can see a message asking me to upgrade to premier in internet banking page,How do I upgrade my account via Personal Internet Banking,436,228
I would like to upgrade my current Advance Account into a Premier Account through the HSBC internet.,How do I upgrade my account via Personal Internet Banking,3430,228
just wanna know how to upgrade to premium freely online?,How do I upgrade my account via Personal Internet Banking,682,228
Could I check if I can upgrade to Premier account online?,How do I upgrade my account via Personal Internet Banking,1457,228
I was informed that i can upgrade my integrated account to premier through the ebanking system.,How do I upgrade my account via Personal Internet Banking,3547,228
"Ok thank you, meanwhile I'll be online trying to upgrade my account.",How do I upgrade my account via Personal Internet Banking,124,228
I want to upgrade my account to Premier via online.,How do I upgrade my account via Personal Internet Banking,3250,228
"i want to know if i can upgrade my HSBC account to ""Advance account"" via online?",How do I upgrade my account via Personal Internet Banking,978,228
"Hello, at the Upgrade page, i can't find the button to upgrade to Premier.",How do I upgrade my account via Personal Internet Banking,513,228
I want to check my hsbc fee,What are your fees and charges,377,158
I want to ask about the charge,What are your fees and charges,1573,158
Do you have any charges for opening a new bank account? Advance account any service fee?,What are your fees and charges,3470,158
I am a premier account but why am i being charged?,What are your fees and charges,3443,158
Is credit card free?,What are your fees and charges,764,158
What is the credit card fee?,What are your fees and charges,3670,158
i meant credit card minimum payment amount any others charges beside finance charge ?,What are your fees and charges,3811,158
"if I pay salary tax by credit card, will there be any extra service charge or interest rate?",What are your fees and charges,596,158
do i still need to pay the fee if i cancel my card?,What are your fees and charges,4262,158
i just logged on to my online banking and saw that I got charged for a mortgage overdue.,What are your fees and charges,1999,158
is there a service fee need to pay for my statement savings account (292 suffix),What are your fees and charges,3926,158
I want to know the fee associated with Advance account,What are your fees and charges,2407,158
how can I look up the fee schedule on line please,What are your fees and charges,3144,158
how much do i need to pay for withdraw  foreign currency collection  banknote  hkd  account every year?,What is the fee for withdrawing RMB or another foreign currency notes in Hong Kong,251,205
